EDIÇÃO,CÓD. IES,NOME IES,SIGLA IES,CAMPUS,CÓD CURSO,NOME CURSO,GRAU,TURNO,TIPO MODALIDADE,MODALIDADE CONCORRÊNCIA,PERCENTUAL DE BÔNUS,NOTA DE CORTE
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,655.32
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,620.72
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,616.95
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,585.99
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0,532.28
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,628.45
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,633.56
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,569.69
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,558.82
2018/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,556.28
