EDIÇÃO,CÓD. IES,NOME IES,SIGLA IES,CAMPUS,CÓD CURSO,NOME CURSO,GRAU,TURNO,TIPO MODALIDADE,MODALIDADE CONCORRÊNCIA,PERCENTUAL DE BÔNUS,NOTA DE CORTE
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,0,631.11
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,606.06
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,595.32
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,622.12
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116632,Enfermagem,Bacharelado,Integral,Lei de Cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,617.92
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,591.86
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,542.41
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,558.28
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Lei de Cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,598.48
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116638,Ciências Biológicas,Licenciatura,Noturno,Lei de Cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,577.39
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116640,Administração,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,631.6
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116640,Administração,Bacharelado,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,601.01
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116640,Administração,Bacharelado,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,597.41
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116640,Administração,Bacharelado,Noturno,Lei de Cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,614.36
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116640,Administração,Bacharelado,Noturno,Lei de Cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,609.16
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116642,Pedagogia,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,0,581.79
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116642,Pedagogia,Licenciatura,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,558.83
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116642,Pedagogia,Licenciatura,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,568.89
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116642,Pedagogia,Licenciatura,Noturno,Lei de Cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,560.5
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS AMILCAR FERREIRA SOBRAL,116642,Pedagogia,Licenciatura,Noturno,Lei de Cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,573.82
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS DE PARNAÍBA,501,Ciências Contábeis,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,0,637.47
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS DE PARNAÍBA,501,Ciências Contábeis,Bacharelado,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,605.39
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS DE PARNAÍBA,501,Ciências Contábeis,Bacharelado,Noturno,Lei de Cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,610.48
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS DE PARNAÍBA,501,Ciências Contábeis,Bacharelado,Noturno,Lei de Cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,588.21
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS DE PARNAÍBA,501,Ciências Contábeis,Bacharelado,Noturno,Lei de Cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0,637.27
2014/2,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,CAMPUS DE PARNAÍBA,99728,Ciências Biológicas,Licenciatura,Integral,Ampla Concorrência,Ampla Concorrência,0,599.26
